Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A hybrid simulated annealing and variable neighborhood search algorithm for the close-open electric vehicle routing problem","Annals of Mathematics and Artificial Intelligence","","","","10.1007/s10472-023-09858-x","Themistoklis StamadianosNikolaos A. KyriakakisMagdalene MarinakiYannis Marinakis","2023","http://link.springer.com/article/10.1007/s10472-023-09858-x","Article"
"The electric vehicle routing problem with partial recharge and vehicle recycling","Complex & Intelligent Systems","","7","3","10.1007/s40747-021-00291-3","Yuzhen ZhouJincai HuangJianmai ShiRui WangKuihua Huang","2021","http://link.springer.com/article/10.1007/s40747-021-00291-3","Article"
"An improved Ant System algorithm for theVehicle Routing Problem","Annals of Operations Research","","89","0","10.1023/A:1018940026670","B. BullnheimerR.F. HartlC. Strauss","1999","http://link.springer.com/article/10.1023/A%3A1018940026670","Article"
"A Hybrid Approach to Solve the Vehicle Routing Problem with Time Windows and Synchronized Visits In-Home Health Care","Arabian Journal for Science and Engineering","","45","12","10.1007/s13369-020-04828-5","Jalel EuchiSalah ZidiLamri Laouamer","2020","http://link.springer.com/article/10.1007/s13369-020-04828-5","Article"
"Ejection chain and filter-and-fan methods in combinatorial optimization","Annals of Operations Research","","175","1","10.1007/s10479-009-0656-7","César RegoFred Glover","2010","http://link.springer.com/article/10.1007/s10479-009-0656-7","Article"
"An optimization approach for designing routes in metrological control services: a case study","Flexible Services and Manufacturing Journal","","30","4","10.1007/s10696-016-9265-3","Jose Carlos MolinaIgnacio EguiaJesus Racero","2018","http://link.springer.com/article/10.1007/s10696-016-9265-3","Article"
"From ants to whales: metaheuristics for all tastes","Artificial Intelligence Review","","53","1","10.1007/s10462-018-09676-2","Fernando FaustoAdolfo Reyna-OrtaErik CuevasÁngel G. AndradeMarco Perez-Cisneros","2020","http://link.springer.com/article/10.1007/s10462-018-09676-2","Article"
"The memetic self-organizing map approach to the vehicle routing problem","Soft Computing","","12","11","10.1007/s00500-008-0281-4","Jean-Charles CréputAbderrafiaâ Koukam","2008","http://link.springer.com/article/10.1007/s00500-008-0281-4","Article"
"Collection of different types of milk with multi-tank tankers under uncertainty: a real case study","TOP","","30","1","10.1007/s11750-021-00598-x","Olcay PolatDuygu Topaloğlu","2022","http://link.springer.com/article/10.1007/s11750-021-00598-x","Article"
"GRASP and VNS approaches for a vehicle routing problem with step cost functions","Annals of Operations Research","","","","10.1007/s10479-022-04701-8","Débora P. RonconiJoão L. V. Manguino","2022","http://link.springer.com/article/10.1007/s10479-022-04701-8","Article"
"A hybrid tabu search to solve the heterogeneous fixed fleet vehicle routing problem","Logistics Research","","2","1","10.1007/s12159-010-0028-3","Jalel EuchiHabib Chabchoub","2010","http://link.springer.com/article/10.1007/s12159-010-0028-3","Article"
"Honey Bees Mating Optimization algorithm for large scale vehicle routing problems","Natural Computing","","9","1","10.1007/s11047-009-9136-x","Yannis MarinakisMagdalene MarinakiGeorgios Dounias","2010","http://link.springer.com/article/10.1007/s11047-009-9136-x","Article"
"A survey on metaheuristics for stochastic combinatorial optimization","Natural Computing","","8","2","10.1007/s11047-008-9098-4","Leonora BianchiMarco DorigoLuca Maria GambardellaWalter J. Gutjahr","2009","http://link.springer.com/article/10.1007/s11047-008-9098-4","Article"
"A fuzzy multi-criteria approach based on Clarke and Wright savings algorithm for vehicle routing problem in humanitarian aid distribution","Journal of Intelligent Manufacturing","","34","5","10.1007/s10845-022-01917-0","Merve Cengiz Toklu","2023","http://link.springer.com/article/10.1007/s10845-022-01917-0","Article"
"Improved Harris Hawks Optimizer algorithm to solve the multi-depot open vehicle routing problem","Evolutionary Intelligence","","","","10.1007/s12065-023-00898-0","Zhihao PengPoria PirozmandYaohua Xiong","2024","http://link.springer.com/article/10.1007/s12065-023-00898-0","Article"
"Reverse Logistic Processes for Glass Container Reuse","Environmental Processes","","8","1","10.1007/s40710-020-00482-z","Clara Mabel SolanoRaúl Fabián RoldánMaría Fernanda CarvajalAlberto Jose GómezSofía MattosJuan Ignacio Vives","2021","http://link.springer.com/article/10.1007/s40710-020-00482-z","Article"
"Minimizing total weighted latency in home healthcare routing and scheduling with patient prioritization","OR Spectrum","","45","3","10.1007/s00291-023-00713-3","Vahid Akbariİhsan SadatiF. Sibel SalmanDavood Shiri","2023","http://link.springer.com/article/10.1007/s00291-023-00713-3","Article"
"Path relinking for the vehicle routing problem","Journal of Heuristics","","12","1 - 2","10.1007/s10732-006-4192-1","Sin C. HoMichel Gendreau","2006","http://link.springer.com/article/10.1007/s10732-006-4192-1","Article"
"A survey on pickup and delivery problems","Journal für Betriebswirtschaft","","58","2","10.1007/s11301-008-0036-4","Sophie N. ParraghKarl F. DoernerRichard F. Hartl","2008","http://link.springer.com/article/10.1007/s11301-008-0036-4","Article"
"A set of efficient heuristics for a home healthcare problem","Neural Computing and Applications","","32","10","10.1007/s00521-019-04126-8","Amir Mohammad Fathollahi-FardMostafa Hajiaghaei-KeshteliSeyedali Mirjalili","2020","http://link.springer.com/article/10.1007/s00521-019-04126-8","Article"
"The third party logistics provider freight management problem: a framework and deep reinforcement learning approach","Annals of Operations Research","","","","10.1007/s10479-024-05876-y","Amin Abbasi-PooyaMichael T. Lash","2024","http://link.springer.com/article/10.1007/s10479-024-05876-y","Article"
"Developing new heuristics and hybrid meta-heuristics to address the bi-objective home health care problem","Central European Journal of Operations Research","","","","10.1007/s10100-023-00862-4","Avesta BavarArya BavarFatemeh Gholian-JouybariMostafa Hajiaghaei-KeshteliChristopher Mejía-Argueta","2023","http://link.springer.com/article/10.1007/s10100-023-00862-4","Article"
"Vehicle routing problems with multiple trips","4OR","","14","3","10.1007/s10288-016-0306-2","Diego CattaruzzaNabil AbsiDominique Feillet","2016","http://link.springer.com/article/10.1007/s10288-016-0306-2","Article"
"Hybrid partheno-genetic algorithm for multi-depot perishable food delivery problem with mixed time windows","Annals of Operations Research","","","","10.1007/s10479-022-04747-8","Na LiGuo Li","2022","http://link.springer.com/article/10.1007/s10479-022-04747-8","Article"
"Two-phase Matheuristic for the vehicle routing problem with reverse cross-docking","Annals of Mathematics and Artificial Intelligence","","90","7 - 9","10.1007/s10472-021-09753-3","Aldy GunawanAudrey Tedja WidjajaPieter VansteenwegenVincent F. Yu","2022","http://link.springer.com/article/10.1007/s10472-021-09753-3","Article"
"Explanation-based large neighborhood search","Constraints","","19","4","10.1007/s10601-014-9166-6","Charles Prud’hommeXavier LorcaNarendra Jussien","2014","http://link.springer.com/article/10.1007/s10601-014-9166-6","Article"
"Vehicle routing problems with multiple trips","Annals of Operations Research","","271","1","10.1007/s10479-018-2988-7","Diego CattaruzzaNabil AbsiDominique Feillet","2018","http://link.springer.com/article/10.1007/s10479-018-2988-7","Article"
"A theoretical and computational study of green vehicle routing problems","Journal of Combinatorial Optimization","","45","5","10.1007/s10878-023-01043-4","Matheus Diógenes AndradeFábio Luiz Usberti","2023","http://link.springer.com/article/10.1007/s10878-023-01043-4","Article"
"A survey of attended home delivery and service problems with a focus on applications","4OR","","21","4","10.1007/s10288-023-00556-2","Jean-François CordeauManuel IoriDario Vezzali","2023","http://link.springer.com/article/10.1007/s10288-023-00556-2","Article"
"Evaluating two new heuristics for constructing customer clusters in a VRPTW with multiple service workers","Central European Journal of Operations Research","","23","2","10.1007/s10100-014-0373-4","Gerald Senarclens de GrancyMarc Reimann","2015","http://link.springer.com/article/10.1007/s10100-014-0373-4","Article"
"An Optimization-Based Decision Support System for Multi-trip Vehicle Routing Problems","SN Computer Science","","5","2","10.1007/s42979-023-02540-3","Mirko CavecchiaThiago Alves de QueirozManuel IoriRiccardo LancellottiGiorgio Zucchi","2024","http://link.springer.com/article/10.1007/s42979-023-02540-3","Article"
"Assignment constraints in shared transportation services","Annals of Operations Research","","305","1 - 2","10.1007/s10479-020-03522-x","Margaretha GanstererRichard F. HartlSarah Wieser","2021","http://link.springer.com/article/10.1007/s10479-020-03522-x","Article"
"Integrating operations research into green logistics: A review","Frontiers of Engineering Management","","10","3","10.1007/s42524-023-0265-1","Yiwei WuShuaian WangLu ZhenGilbert Laporte","2023","http://link.springer.com/article/10.1007/s42524-023-0265-1","Article"
"Multiple objective ant colony optimisation","Swarm Intelligence","","3","1","10.1007/s11721-008-0022-4","Daniel AngusClinton Woodward","2009","http://link.springer.com/article/10.1007/s11721-008-0022-4","Article"
"Integrated timetabling and vehicle scheduling with balanced departure times","OR Spectrum","","37","4","10.1007/s00291-015-0398-7","Verena SchmidJan Fabian Ehmke","2015","http://link.springer.com/article/10.1007/s00291-015-0398-7","Article"
"A hybrid algorithm for the vehicle routing problem with backhauls, time windows and three-dimensional loading constraints","OR Spectrum","","40","4","10.1007/s00291-018-0506-6","Henriette KochAndreas BortfeldtGerhard Wäscher","2018","http://link.springer.com/article/10.1007/s00291-018-0506-6","Article"
"Alternative formulations and improved bounds for the multi-depot fleet size and mix vehicle routing problem","OR Spectrum","","40","1","10.1007/s00291-017-0494-y","Rahma LahyaniLeandro C. CoelhoJacques Renaud","2018","http://link.springer.com/article/10.1007/s00291-017-0494-y","Article"
"Green-Resilient Supplier Selection and Order Allocation Under Disruption by Utilizing Conditional Value at Risk: Mixed Response Strategies","Process Integration and Optimization for Sustainability","","7","1 - 2","10.1007/s41660-022-00298-4","Seyed Mojtaba TaghaviVahidreza GhezavatiHadi Mohammadi BidhandiSeyed Mohammad Javad Mirzapour Al-e-Hashem","2023","http://link.springer.com/article/10.1007/s41660-022-00298-4","Article"
"Implementing a multi-user framework for vehicle routing problems: a chronicle","Central European Journal of Operations Research","","","","10.1007/s10100-023-00856-2","Javier CastéIvo KochJavier Marenco","2023","http://link.springer.com/article/10.1007/s10100-023-00856-2","Article"
"New mixed integer linear programming models and an iterated local search for the clustered traveling salesman problem with relaxed priority rule","Journal of Combinatorial Optimization","","46","1","10.1007/s10878-023-01066-x","Thanh Tan DoanNathalie BostelMinh Hoàng HàVu Hoang Vuong Nguyen","2023","http://link.springer.com/article/10.1007/s10878-023-01066-x","Article"
"Investigating the use of metaheuristics for solving single vehicle routing problems with time-varying traversal costs","Journal of the Operational Research Society","","64","1","10.1057/jors.2012.17","K HarwoodC MumfordR Eglese","2013","http://link.springer.com/article/10.1057/jors.2012.17","Article"
"A heuristic method for the vehicle routing problem with mixed deliveries and pickups","Journal of Scheduling","","11","2","10.1007/s10951-008-0055-y","Niaz A. WassanGábor NagySamad Ahmadi","2008","http://link.springer.com/article/10.1007/s10951-008-0055-y","Article"
"A chance constrained programming model and an improved large neighborhood search algorithm for the electric vehicle routing problem with stochastic travel times","Evolutionary Intelligence","","16","1","10.1007/s12065-021-00648-0","Elhassania Messaoud","2023","http://link.springer.com/article/10.1007/s12065-021-00648-0","Article"
"A hybrid genetic algorithm for the multi-depot open vehicle routing problem","OR Spectrum","","36","2","10.1007/s00291-012-0289-0","Ran LiuZhibin JiangNa Geng","2014","http://link.springer.com/article/10.1007/s00291-012-0289-0","Article"
